ENSP00000221855	25
ENSP00000325425	69
ENSP00000361524	74
ENSP00000446743	81
ENSP00000408526	13
ENSP00000345494	70
ENSP00000422344	26
ENSP00000361642	50
ENSP00000380336	125
ENSP00000324573	31
ENSP00000254770	117
ENSP00000376293	28
ENSP00000266022	26
ENSP00000335463	120
ENSP00000271715	124
ENSP00000251074	7
ENSP00000361777	102
ENSP00000355086	79
ENSP00000363641	30
ENSP00000359424	113
ENSP00000250113	89
ENSP00000269373	62
ENSP00000251496	87
ENSP00000345731	100
ENSP00000273320	52
ENSP00000357452	41
ENSP00000323945	95
ENSP00000366525	14
ENSP00000379702	99
ENSP00000380178	104
ENSP00000364976	17
ENSP00000309334	88
ENSP00000402551	20
ENSP00000399664	9
ENSP00000430548	93
ENSP00000263969	45
ENSP00000261973	138
ENSP00000348089	112
ENSP00000341597	129
ENSP00000362063	20
ENSP00000244534	66
ENSP00000262043	96
ENSP00000353025	128
ENSP00000267197	111
ENSP00000263239	101
ENSP00000309161	132
ENSP00000336831	117
ENSP00000272610	18
ENSP00000355607	40
ENSP00000377833	114
ENSP00000329757	47
ENSP00000358737	97
ENSP00000346240	32
ENSP00000253039	97
ENSP00000404179	0
ENSP00000322845	101
ENSP00000359128	25
ENSP00000245206	97
ENSP00000283131	98
ENSP00000325376	14
ENSP00000239940	114
ENSP00000377954	71
ENSP00000263253	109
ENSP00000296490	156
ENSP00000206542	58
ENSP00000253382	92
ENSP00000277165	99
ENSP00000292475	26
ENSP00000433352	66
ENSP00000287295	15
ENSP00000328494	144
ENSP00000266070	72
ENSP00000230419	66
ENSP00000289004	40
ENSP00000381216	79
ENSP00000216727	84
ENSP00000368565	6
ENSP00000364847	10
ENSP00000326261	75
ENSP00000351832	101
ENSP00000345292	138
ENSP00000369887	59
ENSP00000270142	25
ENSP00000378400	84
ENSP00000457733	116
ENSP00000219548	25
ENSP00000377486	135
ENSP00000305503	59
ENSP00000368646	5
ENSP00000378165	112
ENSP00000436585	96
ENSP00000391641	145
ENSP00000257198	103
ENSP00000261783	81
ENSP00000254436	60
ENSP00000259154	61
ENSP00000262878	130
ENSP00000402608	111
ENSP00000348751	126
ENSP00000324441	35
ENSP00000472696	100
ENSP00000262367	113
ENSP00000259253	142
ENSP00000274712	96
ENSP00000276461	127
ENSP00000309629	61
ENSP00000378306	94
ENSP00000310723	71
ENSP00000353826	10
ENSP00000368884	100
ENSP00000374185	72
ENSP00000367615	34
ENSP00000315680	30
ENSP00000295571	145
ENSP00000420213	0
ENSP00000326550	20
ENSP00000301030	63
ENSP00000356982	50
ENSP00000366404	98
ENSP00000345079	118
ENSP00000309142	136
ENSP00000371193	134
ENSP00000315386	91
ENSP00000321746	116
ENSP00000266069	127
ENSP00000262960	110
ENSP00000345689	64
ENSP00000354649	96
ENSP00000420714	105
ENSP00000323858	93
ENSP00000405455	107
ENSP00000338706	92
ENSP00000339090	47
ENSP00000355689	8
ENSP00000293362	127
ENSP00000333660	127
ENSP00000166534	52
ENSP00000365505	89
ENSP00000359579	105
ENSP00000361512	76
ENSP00000264414	131
ENSP00000433821	12
ENSP00000253792	108
ENSP00000349428	107
ENSP00000253363	68
ENSP00000380531	30
ENSP00000424757	73
ENSP00000365172	19
ENSP00000236959	7
ENSP00000310491	125
ENSP00000225603	99
ENSP00000305653	117
ENSP00000225576	118
ENSP00000369965	39
ENSP00000354518	94
ENSP00000429266	11
ENSP00000352918	117
ENSP00000414359	14
ENSP00000428878	143
ENSP00000282077	114
ENSP00000236671	86
ENSP00000366843	57
ENSP00000273075	77
ENSP00000256545	27
ENSP00000278823	56
ENSP00000223029	20
ENSP00000281187	137
ENSP00000352185	113
ENSP00000263354	99
ENSP00000268206	9
ENSP00000374399	137
ENSP00000382595	124
ENSP00000256460	30
ENSP00000270225	74
ENSP00000358474	101
ENSP00000244519	82
ENSP00000359991	99
ENSP00000376176	28
ENSP00000251871	144
ENSP00000349465	47
ENSP00000391723	43
ENSP00000348831	87
ENSP00000393393	3
ENSP00000370808	65
ENSP00000361473	100
ENSP00000212015	96
ENSP00000230431	13
ENSP00000219837	116
ENSP00000310182	132
ENSP00000249042	11
ENSP00000296802	35
ENSP00000336747	146
ENSP00000360017	102
ENSP00000309262	81
ENSP00000447931	103
ENSP00000353224	100
ENSP00000260570	11
ENSP00000261531	47
ENSP00000421922	85
ENSP00000353422	101
ENSP00000379364	103
ENSP00000350199	90
ENSP00000294383	137
ENSP00000278618	106
ENSP00000296585	128
ENSP00000366396	42
ENSP00000442464	125
ENSP00000376886	9
ENSP00000257177	47
ENSP00000242804	104
ENSP00000242285	32
ENSP00000416250	107
ENSP00000429803	109
ENSP00000400101	108
ENSP00000268379	30
ENSP00000258796	112
ENSP00000356807	111
ENSP00000264071	116
ENSP00000363642	112
ENSP00000291688	18
ENSP00000253023	46
ENSP00000262776	43
ENSP00000216129	93
ENSP00000312550	70
ENSP00000305260	53
ENSP00000218340	87
ENSP00000432472	78
ENSP00000369042	119
ENSP00000280551	59
ENSP00000325091	93
ENSP00000356355	130
ENSP00000359206	126
ENSP00000425561	12
ENSP00000381717	94
ENSP00000298310	96
ENSP00000265562	35
ENSP00000441802	55
ENSP00000375892	129
ENSP00000214869	71
ENSP00000292035	55
ENSP00000354045	44
ENSP00000356579	97
ENSP00000346236	72
ENSP00000423563	75
ENSP00000385751	127
ENSP00000357879	9
ENSP00000376076	58
ENSP00000313059	139
ENSP00000252725	38
ENSP00000411471	35
ENSP00000411032	117
ENSP00000318690	94
ENSP00000245816	21
ENSP00000302176	10
ENSP00000253004	37
ENSP00000312735	3
ENSP00000348784	43
ENSP00000415034	48
ENSP00000347210	31
ENSP00000395742	91
ENSP00000349494	102
ENSP00000305355	105
ENSP00000313420	72
ENSP00000258198	138
ENSP00000275034	97
ENSP00000406577	20
ENSP00000298717	5
ENSP00000297591	78
ENSP00000228506	131
ENSP00000301740	73
ENSP00000383333	86
ENSP00000274376	1
ENSP00000310219	40
ENSP00000354394	72
ENSP00000320309	32
ENSP00000432016	23
ENSP00000303997	106
ENSP00000308610	142
ENSP00000299667	137
ENSP00000215956	69
ENSP00000417229	25
ENSP00000363545	94
ENSP00000290705	10
ENSP00000253778	102
ENSP00000353246	122
ENSP00000352047	85
ENSP00000381214	104
ENSP00000361602	86
ENSP00000221543	26
ENSP00000230124	7
ENSP00000472469	89
ENSP00000242776	6
ENSP00000360593	135
ENSP00000317473	31
ENSP00000345259	131
ENSP00000385638	75
ENSP00000402338	54
ENSP00000282344	122
ENSP00000366927	114
ENSP00000229854	43
ENSP00000270001	112
ENSP00000365522	89
ENSP00000374280	108
ENSP00000257497	26
ENSP00000354346	65
ENSP00000310440	14
ENSP00000247970	65
ENSP00000304229	27
ENSP00000331369	23
ENSP00000359976	30
ENSP00000377865	24
ENSP00000355518	15
ENSP00000357384	14
ENSP00000430955	48
ENSP00000315379	28
ENSP00000294016	117
ENSP00000314709	102
ENSP00000367498	124
ENSP00000346829	14
ENSP00000254806	103
ENSP00000355279	116
ENSP00000356411	20
ENSP00000451080	24
ENSP00000271732	132
ENSP00000316029	118
ENSP00000263346	7
ENSP00000419397	128
ENSP00000337513	57
ENSP00000347032	134
ENSP00000264409	101
ENSP00000360252	85
ENSP00000382250	38
ENSP00000334685	127
ENSP00000350075	130
ENSP00000234170	10
ENSP00000377801	117
ENSP00000327589	77
ENSP00000348510	77
ENSP00000309830	62
ENSP00000358099	20
ENSP00000351777	92
ENSP00000400815	68
ENSP00000354490	161
ENSP00000329967	51
ENSP00000300870	60
ENSP00000306382	101
ENSP00000346634	100
ENSP00000367934	7
ENSP00000377696	113
ENSP00000262570	67
ENSP00000220003	54
ENSP00000216297	85
ENSP00000227378	46
ENSP00000004531	114
ENSP00000366084	125
ENSP00000281154	57
ENSP00000419370	112
ENSP00000320171	91
ENSP00000245046	108
ENSP00000471000	111
ENSP00000325905	107
ENSP00000343001	94
ENSP00000317872	43
ENSP00000263710	123
ENSP00000263431	111
ENSP00000299767	41
ENSP00000349078	5
ENSP00000336994	59
ENSP00000362918	69
ENSP00000394546	111
ENSP00000299736	33
ENSP00000404121	107
ENSP00000367123	31
ENSP00000216038	35
ENSP00000263847	129
ENSP00000264312	37
ENSP00000333223	138
ENSP00000411418	76
ENSP00000354376	42
ENSP00000276590	55
ENSP00000359958	91
ENSP00000357564	61
ENSP00000216714	40
ENSP00000364965	66
ENSP00000313377	41
ENSP00000250784	30
ENSP00000360154	111
ENSP00000296122	88
ENSP00000309477	129
ENSP00000368982	34
ENSP00000354158	130
ENSP00000365817	96
ENSP00000375863	85
ENSP00000280871	110
ENSP00000379691	95
ENSP00000251900	126
ENSP00000364037	5
ENSP00000363812	111
ENSP00000265271	118
ENSP00000313983	92
ENSP00000352175	99
ENSP00000405620	3
ENSP00000281474	20
ENSP00000350297	125
ENSP00000358335	97
ENSP00000334051	135
ENSP00000373277	9
ENSP00000268605	95
ENSP00000334738	127
ENSP00000464814	4
ENSP00000302276	25
ENSP00000366005	48
ENSP00000380293	153
ENSP00000272444	35
ENSP00000263629	0
ENSP00000329141	133
ENSP00000465194	30
ENSP00000244230	6
ENSP00000381104	111
ENSP00000362115	38
ENSP00000390158	60
ENSP00000264993	122
ENSP00000322909	56
ENSP00000216044	136
ENSP00000367356	71
ENSP00000346725	57
ENSP00000269143	56
ENSP00000332756	132
ENSP00000346173	2
ENSP00000390783	16
ENSP00000308578	111
ENSP00000325313	18
ENSP00000348769	135
ENSP00000348554	25
ENSP00000247665	25
ENSP00000258739	97
ENSP00000253108	5
ENSP00000369134	92
ENSP00000269980	53
ENSP00000312606	10
ENSP00000317125	150
ENSP00000304467	126
ENSP00000347999	71
ENSP00000249750	104
ENSP00000361658	50
ENSP00000353864	77
ENSP00000258874	23
ENSP00000285968	19
ENSP00000337446	44
ENSP00000324827	69
ENSP00000417354	96
ENSP00000384823	73
ENSP00000378324	111
ENSP00000297185	91
ENSP00000359581	91
ENSP00000254301	7
ENSP00000322427	57
ENSP00000299138	151
ENSP00000351042	127
ENSP00000377617	93
ENSP00000260731	121
ENSP00000252996	85
ENSP00000295488	11
ENSP00000356405	92
ENSP00000231498	106
ENSP00000357625	102
ENSP00000369862	115
ENSP00000265471	40
ENSP00000375777	106
ENSP00000314067	128
ENSP00000303356	17
ENSP00000261637	47
ENSP00000344352	90
ENSP00000333837	33
ENSP00000300151	22
ENSP00000363524	68
ENSP00000295321	12
ENSP00000229390	29
ENSP00000291572	117
ENSP00000259400	128
ENSP00000371846	31
ENSP00000292123	23
ENSP00000364119	113
ENSP00000244137	41
ENSP00000418287	44
ENSP00000323300	9
ENSP00000243563	25
ENSP00000308753	107
ENSP00000217426	91
ENSP00000362576	80
ENSP00000355173	58
ENSP00000365016	133
ENSP00000380156	0
ENSP00000336712	130
ENSP00000363614	58
ENSP00000298852	3
ENSP00000261427	130
ENSP00000362820	109
ENSP00000358262	22
ENSP00000414906	33
ENSP00000313875	89
ENSP00000419974	137
ENSP00000356476	91
ENSP00000377040	19
ENSP00000368414	102
ENSP00000344546	124
ENSP00000377298	75
ENSP00000354910	24
ENSP00000381293	128
ENSP00000361558	0
ENSP00000262189	93
ENSP00000361965	27
ENSP00000265028	33
ENSP00000347244	70
ENSP00000301587	5
ENSP00000328858	89
ENSP00000406027	110
ENSP00000263620	84
ENSP00000316007	141
ENSP00000330343	102
ENSP00000379042	115
ENSP00000258662	106
ENSP00000370750	116
ENSP00000283875	105
ENSP00000392718	119
ENSP00000246554	22
ENSP00000365576	106
ENSP00000244520	29
ENSP00000389841	20
ENSP00000309610	85
ENSP00000374212	132
ENSP00000260648	62
