,predictions,Testlabel
0,3.1369215846061707,2.96475498921891
1,3.083662712574005,6.44192957559425
2,2.755735158920288,3.76665444866904
3,2.467882744197188,4.82934133336303
4,3.3225899754004704,4.48058194323042
5,3.0590133666992188,2.6659456259041
6,2.707585846165531,1.98826786475081
7,4.449158668518066,2.57647412404741
8,2.886927366256714,1.89450380683411
9,2.557794712791758,3.99155012929955
10,2.812967413215227,4.26278191308872
11,3.3499202728271484,3.27985062242116
12,3.1266033959388735,4.73034004459342
13,2.700697594325078,1.71522696512956
14,3.9199488162994385,4.88474060225612
15,2.540232996145884,6.58361640386593
16,4.097101211547852,2.19621307619461
17,1.0322189839637799,2.62924819446632
18,4.406142234802246,2.8357980497556
19,2.0116246255017183,2.10742386460753
20,3.671441841125488,2.91244674758058
21,2.4753215550077057,6.44519432773289
22,4.304386138916016,3.80881701826668
23,3.0206988361519826,4.76378511423489
24,2.543450965709293,0.355381514062314
25,2.463836267309369,4.35107593718655
26,2.9248462999955964,0.656405055672265
27,2.944925582408905,3.99268012975221
28,1.3553423227535353,4.56162822530456
29,2.2147567209638197,2.92683791556584
30,2.4997163297089395,3.1796277849559
31,3.7575341614809905,2.65066692119641
32,2.720462729380681,0.898332565941754
33,3.47267264994708,0.637966823599796
34,2.4263603407191114,2.98349825079437
35,2.5808971057405006,2.04935168082824
36,2.4340858171726096,3.20129537647446
37,3.5809041214133823,1.2715537917003
38,2.640368322415463,3.08598112574752
39,2.77721812099552,7.61597781191285
40,3.242641487994145,4.72520196039721
41,3.7587959674233082,4.9607127661846
42,3.2429723000562514,5.99468175303064
43,2.1965987331455663,2.63003284633011
44,3.080860646446155,0.275579488546115
45,4.555198669433594,11.7676462214919
46,3.1052966117858887,4.13360218693479
47,1.190105987962947,1.09876764343993
48,3.593339892572883,0.917543074803282
49,2.4006460494002995,3.80631141795963
50,3.620326042175293,3.8268185335387
51,2.0834432639906892,1.57788093808122
52,4.438525676727295,4.07468228197539
53,1.8358181715011597,2.85472101064026
54,2.518711738045449,4.56462318988049
55,2.222527865774748,2.63110162970098
56,3.4904990196228027,5.0521334657387
57,2.4945023670589213,1.44616869744361
58,4.479084805597233,0.609924591166803
59,3.4795835852622985,2.92042733800933
60,0.9016504930332303,1.08835104584588
61,2.3790747615007253,1.75912132234389
62,3.16880084756806,0.325667601444447
63,4.411941051483154,3.0092935292945
64,3.080705404281616,3.94764587431303
65,2.9392522271007326,1.01092155366903
66,2.86067539106349,2.10452599674925
67,2.967789195643531,1.92891449169234
68,1.9390246641786792,1.22177669121851
69,2.504889100889035,5.65899686272054
70,4.268340110778809,4.85550562398976
71,2.6021705613949435,3.35166258449081
72,2.9669715465675472,2.33284482880698
73,2.5260499300291905,5.06055815281009
74,2.8043743183052605,6.4461694768056
75,3.2811392576266556,0.934893134015552
76,4.089416027069092,0.996937535817056
77,2.8013906452390884,2.0675241510857
78,3.098048193686748,0.78544689823157
79,2.7670055074330024,0.869812417768561
80,0.8324951854619113,2.26886276785723
81,3.6517226696014404,3.14428333181134
82,2.790229584719684,1.77477806963573
83,2.367123760675129,2.11321833953355
84,3.893284559249878,3.98369231893066
85,3.364882906614724,4.089440980636
86,3.44315248832368,6.14093612141267
87,3.222476472659987,2.33647106885255
88,2.4644513543495132,0.514570919163
89,2.5475244827568533,3.87404153969881
90,2.4302643269531488,1.60825441641263
91,4.128798961639404,7.74434850405444
92,2.9398941644487926,1.1400855840364
93,4.3716936111450195,5.12539839894991
94,1.4621981029762303,2.45144070855409
95,4.294734324178388,4.67565890827345
